Honduras,15.0610686,-84.5978534
Hungary,47.1817585,19.5060937
Iceland,51.38660965,0.547714867236488
India,22.3511148,78.6677428
Indonesia,-4.7993356,114.5632032
Iraq,33.0955793,44.1749775
Iran (Islamic Rep. of),32.4279,53.6880
Ireland,52.865196,-7.9794599
Israel,30.8760272,35.0015196
Italy,42.6384261,12.674297
Jamaica,18.1850507,-77.3947693
Japan,36.5748441,139.2394179
Jordan,10.6115886,122.535946336233
Kazakhstan,47.2286086,65.2093197
Kenya,1.4419683,38.4313975
Kuwait,-12.0294672,-72.8601102
Kyrgyzstan,41.5089324,74.724091
Latvia,56.8406494,24.7537645
Lebanon,40.3429683,-76.4233816
Lesotho,-29.6039267,28.3350193
Liberia,5.7499721,-9.3658524
Libya,26.8234472,18.1236723
Liechtenstein,47.1416307,9.5531527
Lithuania,55.3500003,23.7499997
Luxembourg,49.963667,5.43991862540759
Madagascar,-18.78295335,46.7119260933426
Malawi,-13.2687204,33.9301963
Malaysia,4.2105,101.9758
Mali,16.3700359,-2.2900239
Malta,35.8885993,14.4476911
Mauritania,25.21534785,55.167825505776
Mauritius,-20.2759451,57.5703566
Mexico,19.4326009,-99.1333416
Micronesia (Federated States of),38.9073892,-77.0405464
Monaco,43.7311424,7.4197576
Mongolia,46.8250388,103.8499736
Montenegro,-29.6826112,-51.4687455
Montserrat,16.7417041,-62.1916844
Morocco,31.1728192,-7.3366043
Mozambique,19.058889,-96.254167
Myanmar,21.9162,95.9560
Namibia,-23.2335499,17.3231107
Nauru,-0.52826955,166.931524224807
Nepal,28.1083929,84.0917139
Netherlands,52.2379891,5.53460738161551
New Zealand,-41.5000831,172.8344077
Nicaragua,12.3724928,-84.8700308
Niger,17.7356214,9.3238432
Nigeria,9.6000359,7.9999721
Norway,64.5731537,11.5280364395482
Oman,25.22789295,55.1766685144623
Pakistan,30.3308401,71.247499
Palau,-5.0903616,159.407116774066
Panama,35.266906,-119.0567707
Papua New Guinea,-5.6816069,144.2489081
Paraguay,-23.3165935,-58.1693445
Peru,41.3274302,-89.1288762
Philippines,12.7503486,122.7312101
Poland,52.0977181,19.0258159
Portugal,40.033265,-7.8896263
Qatar,25.22803095,55.17332793087
Rep. of Korea,39.026236,125.798066059805
Romania,45.9852129,24.6859225
Russian Federation,64.6863136,97.7453061
Rwanda,-1.9646631,30.0644358
Saint Kitts and Nevis,17.3462278,-62.7687277
Saint Lucia,13.8250489,-60.975036
Saint Vincent and the Grenadines,12.90447,-61.2765569
Samoa,40.8187372,-124.1864518
Saudi Arabia,17.7269134,42.2363448
Senegal,14.4750607,-14.4529612
Seychelles,25.2244645,55.1828800434721
Sierra Leone,8.6400349,-11.8400269
Singapore,1.2904753,103.8520359
Sint Maarten (Dutch part),18.0423736,-63.0549948
Slovakia,48.7411522,19.4528646
Slovenia,45.8133113,14.4808369
Solomon Islands,-9.7354344,162.8288542
Somalia,-13.180556,15.266667
South Africa,-28.8166236,24.991639
South Sudan,7.8699431,29.6667897
Spain,40.0028028,-4.003104
Sri Lanka,7.87771365,80.662459079089
Sudan,14.5844444,29.4917691
Suriname,4.1413025,-56.0771187
Swaziland,-26.5624806,31.3991317
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Syrian Arab Rep.,34.8021,38.9968
Tajikistan,38.6281733,70.8156541
Thailand,14.8971921,100.83273
The former Yugoslav Republic of Macedonia,41.6171214,21.7168387
Timor-Leste,-6.3284839,106.9551755
Togo,8.7800265,1.0199765
Tonga,-19.9160819,-175.2026424
Trinidad and Tobago,10.8677845,-60.9821067
Tunisia,33.8439408,9.400138
Turkey,38.9597594,34.9249653
Turkmenistan,39.3763807,59.3924609
Turks and Caicos Islands,21.7214683,-71.6201783
Uganda,1.5333554,32.2166578
Ukraine,49.4871968,31.2718321
United Arab Emirates,-1.2845614,36.8138007
United Kingdom,55.3781,0.1278
United States of America,39.7837304,-100.4458825
Uruguay,-32.8755548,-56.0201525
Uzbekistan,41.32373,63.9528098
Vanuatu,-16.5255069,168.1069154
Venezuela (Bolivarian Republic of),52.094089,4.2829906
Viet Nam,13.2904027,108.4265113
Yemen,16.3471243,47.8915271
Zambia,-14.5186239,27.5599164
Zimbabwe,-18.4554963,29.7468414
